A MONSEIGNEVR LE DVC D’ESPERNON.	A MONSEIGNEUR LE DUC D’ÉPERNON.
Veut-elle que ſa Tyrannie s’eſtende iuſques ſur les terres de l’Egliſe, & que le Pape partage ſon authorité auec elle ? Ie ne croy pas qu’elle ait ces pretentions ;	Veut-elle que sa Tyrannie s’étende jusques sur les terres de l’Église, et que le Pape partage son autorité avec elle? je ne crois pas qu’elle ait ces prétentions;
& de mon coſté auſſi il faut qu’elle ſçache, que ie ne ſçaurois plus voir de beauté que toute nuë, ny receuoir de baiſers s’ils ne ſont chauds, & humides.	et de mon côté aussi il faut qu’elle sache, que je ne saurais plus voir de beauté que toute nue, ni recevoir de baiſers s’ils ne sont chauds, et humides.
Ie vous diray le reſte ſur le bord du Tybre, & dans ces ruines precieuſes où ie vais reſuer vne fois le iour, & marcher ſur les pas de ceux qui ont mené les Roys en triomphe ;	Je vous dirai le reste sur le bord du Tibre, et dans ces ruines précieuses où je vais rêver une fois le jour, et marcher sur les pas de ceux qui ont mené les Rois en triomphe;
S’il y auoit moyen d’y trouuer vn peu de la bonne fortune de Sylla, & de la grandeur de Pompée, au lieu des medailles qu’on y cherche, i’aurois meilleure raiſon de vous conuier d’y venir ;	S’il y avait moyen d’y trouver un peu de la bonne fortune de Scylla, et de la grandeur de Pompée, au lieu des médailles qu’on y cherche, j’aurais meilleure raison de vous convier d’y venir;
Toutesfois pourueu que vous ſoyez encore vous meſme, & que par vn vœu ſolemnel vous ayez renoncé au monde & à ſes folies, ie vous promets, qu’il y a icy de quoy diſputer de la felicité auecque Monſieur de Luynes, & qu’y eſtant vne fois, vous tiendrez pour bannis tous ceux que vous aurez laiſſez en France.	Toutefois pourvu que vous soyez encore vous même, et que par un vœu solennel vous ayez renoncé au monde et à ses folies, je vous promets, qu’il y a ici de quoi disputer de la félicité avec Monsieur de Luynes, et qu’y étant une fois, vous tiendrez pour bannis tous ceux que vous aurez laissez en France.
Balzac.	Balzac.
Le 15.	Le 15.
Decembre 1622.	Décembre 1622.
A CLORINDE.	À CLORINDE.
Lettre XLVII.	Lettre XLVII.
COmme ſi ie n’auois pas aſſez de la fieure, i’ay encore de l’amour, Clorinde, & il ne me manque plus qu’vn procez & vne querelle pour acheuer ma bonne fortune.	COmme si je n’avais pas assez de la fièvre, j’ai encore de l’amour, Clorinde, et il ne me manque plus qu’un procès et une querelle pour achever ma bonne fortune.
Dans ce lieu qui eſt deſtiné au repos & à la ioye, ie bruſle continuellement, ie conte toutes les heures, & ie ne fais que de mauuais ſonges ;	Dans ce lieu qui est destiné au repos et à la joie, je brûle continuellement, je conte toutes les heures, et je ne fais que de mauvais songes;
Et au partir de là vous penſez m'obliger fort de me ſouhaiter tous les ſoirs de bonnes nuicts, comme s’il n’eſtoit pas en voſtre puiſſance de me les donner.	Et au partir de là vous pensez m'obliger fort de me souhaiter tous les soirs de bonnes nuits, comme s’il n’était pas en votre puissance de me les donner.
I’ay eu autrefois vn maiſtre de voſtre humeur ;	J’ai eu autrefois un maître de votre humeur;
il auoit moyen de me faire du bien, neantmoins il croyoit que c’eſtoit aſſez de m’en deſirer, & que ie deuois demeurer ſatisfait pourueu qu’il dit que i’eſtois digne d’vne bonne fortune ;	il avait moyen de me faire du bien, néanmoins il croyait que c’était assez de m’en désirer, et que je devais demeurer satisfait pourvu qu’il dit que j’étais digne d’une bonne fortune;
Ie ne ſçay pas ſi c’eſt voſtre deſſein de me traiter de la façon, quoy qu’il en ſoit, ie ne ſçaurois trouuer mauuais que vous vous mocquiez de moy puis que vous le faites de ſi bonne grace.	Je ne sais pas si c’est votre dessein de me traiter de la façon, quoi qu’il en soit, je ne saurais trouver mauvais que vous vous moquiez de moi puisque vous le faite de si bonne grâce.
Conſeillez moy, ſi vous voulez, d’aller chercher du repos en Allemagne ;	Conseillez moi, si vous voulez, d’aller chercher du repos en Allemagne;
iettez moy dans vn precipice, & puis dites que Dieu me conduiſe ;	jetez moi dans un précipice, et puis dites que Dieu me conduise;
ſouhaitez moy vne bonne nuict hors de voſtre chambre, tout cela ne me touche point, Clorinde, ſi ie recoy des offences de voſtre part, ie ne ſuis plus en eſtat de les reconnoiſtre.	souhaitez moi une bonne nuit hors de votre chambre, tout cela ne me touche point, Clorinde, si je reçois des offenses de votre part, je ne suis plus en état de les reconnaître.
Toutesfois il me ſemble que vous deuriez eſtre plus ſenſible à ma douleur, & me teſmoigner de la pitié, ſi vous reſeruez voſtre affection pour quelque autre.	Toutefois il me semble que vous devriez être plus sensible à ma douleur, et me témoigner de la pitié, si vous réservez votre affection pour quelque autre.
Ce n’eſt pas vne action genereuſe d’auoir tué vn malade, il n’y a ſi mauuais Medecin qui n’en face autant.	Ce n’est pas une action généreuse d’avoir tué un malade, il n’y a si mauvais médecin qui n’en face autant.
Et bien, Clorinde, tout ce qu’on dira de vous apres ma mort, c’eſt que vous auez eu vn peu plus de force que la fieure lente.	Et bien, Clorinde, tout ce qu’on dira de vous après ma mort, c’est que vous avez eu un peu plus de force que la fièvre lente.
Dans le lict le 20.	Dans le lit le 20.
de ma fieure.	de ma fièvre.
A LA MESME.	À LA MÊME.
Lettre XLVIII.	Lettre XLVIII.
NOus ne ſommes ſeparez ny par les Mers, ny par les montaignes, voſtre logis & le mien ſe touchent, & neantmoins il eſt impoſſible que ie vous voye ;	NOus ne sommes séparez ni par les mers, ni par les montagnes, votre logis et le mien se touchent, et néanmoins il est impossible que je vous voie;
ſi vous eſtiez au Iapon, ou au Royaume de la Chine, ie me reſoudrois d’y aller, & ie trouuerois quelque vaiſſeau qui feroit le voyage.	si vous étiez au Japon, ou au Royaume de la Chine, je me résoudrais d’y aller, et je trouverais quelque vaisseau qui ferait le voyage.
Ne penſez pas que ie me mocque ;	Ne pensez pas que je me moque;
Il n[’]y a point d’eſcüeil en toute la mer, ny de fortune à courre d’icy là, que ie n’apprehende moins que la rencontre de ce petit frere :	il n[’]y a point d’écueil en toute la mer, ni de fortune à courre d’ici là, que je n’appréhende moins que la rencontre de ce petit frère:
Mais peut-eſtre c’eſt vous qui faites les difficultez que ie m’imagine venir d’ailleurs :	Mais peut-être c’est vous qui faites les difficultés que je m’imagine venir d’ailleurs:
Vous eſtes bien aiſe de ne manquer point de pretexte pour me donner de la peine, quand il vous plaiſt.	Vous êtes bien aiſe de ne manquer point de prétexte pour me donner de la peine, quand il vous plaît.
S’il eſt ainſi, Clorinde, obligez moy de ne me le dire pas ;	S’il est ainsi, Clorinde, obligez moi de ne me le dire pas;
I’ayme bien mieux eſtre trompé que de ſçauoir la verité à mon preiudice.	J’aime bien mieux être trompé que de savoir la vérité à mon préjudice.
Ou ma compagnie vous eſt ennuyeuſe, ou vous auez de l’amour pour vn autre ;	Ou ma compagnie vous est ennuyeuse, ou vous avez de l’amour pour un autre;
neantmoins ie veux croire que voſtre mere eſt malade, & que vous ne pouuez ſortir de ſa chambre.	néanmoins je veux croire que votre mère est malade, et que vous ne pouvez sortir de sa chambre.
Il n’y a ſi mauuaiſe excuſe que ie ne reçoiue, pourueu qu’elle dõne du ſoulagement à mon eſprit.	Il n’y a si mauvaise excuse que je ne reçoive, pourvu qu’elle donne du soulagement à mon esprit.
Ayant le pouuoir que vous auez ſur moy, c’eſt peu de choſe de vous contenter de m’en faire à croire.	Ayant le pouvoir que vous avez sur moi, c’est peu de chose de vous contenter de m’en faire à croire.
Encore vous ſcay-ie bon gré., Clorinde, de violer la Iuſtice auec quelque forme, & de chercher des raiſons afin de faillir legitimement.	Encore vous sais-je bon gré, Clorinde, de violer la justice avec quelque forme, et de chercher des raisons afin de faillir légitimement.
Par là vous ne me permettez pas meſme de paroiſtre miſerable, & vous me faites du mal ſi finement que ie ne ſçaurois m’en plaindre ny vous en blaſmer.	Par là vous ne me permettez pas même de paraître misérable, et vous me faites du mal si finement que je ne saurais m’en plaindre ni vous en blâmer.
Toutesfois il eſt impoſſible que ie cache touſiours mes reſſentimens :	Toutefois il est impossible que je cache toujours mes ressentiments:
quelque violence que ie face à mon humeur, elle ne peut plus eſtre retenuë.	quelque violence que je face à mon humeur, elle ne peut plus être retenue.
Et en effect, Clorinde, ſi vous m’aymiez, comme vous dites, vous ne viuriez pas auecque moy de la façon que vous faites ;	Et en effet, Clorinde, si vous m’aimiez, comme vous dites, vous ne vivriez pas avec moi de la façon que vous faites;
Ie receurois de vous de veritables faueurs, & non pas de vaines apparences ;	Je recevrais de vous de véritables faveurs, et non pas de vaines apparences;
& quoy que vous puiſſiez dire, nous nous verrions ſeuls vne fois en noſtre vie ;	et quoi que vous puissiez dire, nous nous verrions seuls une fois en notre vie;
ie vous ſupplie que ce mot ne vous face point de peur ;	je vous supplie que ce mot ne vous face point de peur;
quand on nous trouueroit en cet eſtat, perſonne ne croira que nous conſpirions contre le Roy, ny que ie vous apprenne la magie.	quand on nous trouverait en cet état, personne ne croira que nous conspirions contre le Roi, ni que je vous apprenne la magie.
Les actions innocentes ſe iuſtifient d’elles-meſmes ;	Les actions innocentes se justifient d’elles-mêmes;
& ce n’eſt pas vne neceſſité que deux perſonnes ne puiſſent eſtre enſemble ſans faire vn tiers.	et ce n’est pas une nécessité que deux personnes ne puissent être ensemble sans faire un tiers.
Croyez moy, Clorinde, ſi nous nous enfermions trois heures dans vn cabinet, on ne s’imagineroit autre choſe ſinon que ie vous ferois voir les erreurs de voſtre Religion, ou que vous me donneriez quelque remede pour guerir ma fieure.	Croyez moi, Clorinde, si nous nous enfermions trois heures dans un cabinet, on ne s’imaginerait autre chose sinon que je vous ferais voir les erreurs de votre Religion, ou que vous me donneriez quelque remède pour guérir ma fièvre.
Le 15.	Le 15.
Auril 1620.	Avril 1620.
A LA MESME.	À LA MÊME.
Lettre XLIX.	Lettre XLIX.
IE ne ſçay ſi ie doy appeller ou laſcheté, ou patience, le peu de reſſentiment que ie teſmoigne des deſplaiſirs que vous me faites.	Je ne sais si je dois appeler ou lâcheté, ou patience, le peu de ressentiment que je témoigne des déplaisirs que vous me faites.
Peut-eſtre que vous auez reſolu de voir iuſques où peut aller ma fidelité, & d’en tirer les dernieres preuues.	Peut-être que vous avez résolu de voir jusques où peut aller ma fidélité, et d’en tirer les dernières preuves.
Mais encore vaut-il mieux, Clorinde, ſouffrir l’iniuſtice que de la faire.	Mais encore vaut-il mieux, Clorinde, souffrir l’injustice que de la faire.
Soyez ingenieuſe à me donner tous les iours de nouuelles peines, & fuyez les occaſions de m’obliger auec autant de ſoin que ie recherche celles de vous ſeruir ;	Soyez ingénieuse à me donner tous les jours de nouvelles peines, et fuyez les occasions de m’obliger avec autant de soin que je recherche celles de vous servir;
i’ay preparé mon eſprit à tous les mauuais ſuccés qui me peuuent arriuer de ce coſté là.	j’ai préparé mon esprit à tous les mauvais succès qui me peuvent arriver de ce côté là.
Il n’y a rien qui ne me ſoit ſupportable pourueu qu’il vienne de vous, fors voſtre meſpris :	Il n’y a rien qui ne me soit supportable pourvu qu’il vienne de vous, fors votre mépris:
mais en cela il faut que ie vous die que ie ſuis ſi delicat, qu’on me bleſſe pour peu qu’on me touche.	mais en cela il faut que je vous die que je suis si délicat, qu’on me blesse pour peu qu’on me touche.
Ie ne voudrois pas que le Roy me fit du bien auec des paroles rudes, & ie n’aurois que faire de la faueur, s’il falloit que ie la gaignaſſe au prix d’vne choſe que i’eſtime plus que ſon Royaume.	Je ne voudrais pas que le Roi me fit du bien avec des paroles rudes, et je n’aurais que faire de la faveur, s’il fallait que je la gagnasse au prix d’une chose que j’estime plus que son Royaume.
Vous ſçauez bien ce que i’entens par là, & le  ſubiect que i’ay de me plaindre, mais vous voudrez encore que i’aye le tort, & ie ne doute point que vous ne m’accuſiez de voſtre faute.	Vous savez bien ce que j’entends par là, et le  sujet que j’ai de me plaindre, mais vous voudrez encore que j’aie le tort, et je ne doute point que vous ne m’accusiez de votre faute.
